source_string_id,target_string_id,source_entity_ids,target_entity_ids,source_mapping_status,target_mapping_status,string_channel,channel_score,channel_score_norm,base_weight,edge_weight,combined_score,neighborhood,fusion,cooccurence,coexpression,experimental,database,textmining
511145.b0002,511145.b0004,protein.P00561,protein.P00934,unique,unique,coexpression,989,0.989,0.35,0.3461,999,810,0,726,989,146,0,926
511145.b0002,511145.b0003,protein.P00561,protein.P00547,unique,unique,coexpression,994,0.994,0.35,0.3479,999,810,0,762,994,111,900,930
511145.b0003,511145.b0004,protein.P00547,protein.P00934,unique,unique,coexpression,999,0.999,0.35,0.3496,999,800,864,736,999,0,900,930
511145.b0003,511145.b0002,protein.P00547,protein.P00561,unique,unique,coexpression,994,0.994,0.35,0.3479,999,810,0,762,994,111,900,930
511145.b0004,511145.b0002,protein.P00934,protein.P00561,unique,unique,coexpression,989,0.989,0.35,0.3461,999,810,0,726,989,146,0,926
511145.b0004,511145.b0003,protein.P00934,protein.P00547,unique,unique,coexpression,999,0.999,0.35,0.3496,999,800,864,736,999,0,900,930
511145.b0014,511145.b4142,protein.P0A6Y8,protein.P0A6F9,unique,unique,coexpression,979,0.979,0.35,0.3426,999,76,0,217,979,190,0,977
511145.b0014,511145.b4143,protein.P0A6Y8,protein.P0A6F5,unique,unique,coexpression,992,0.992,0.35,0.3472,999,76,0,421,992,588,43,970
511145.b0014,511145.b0439,protein.P0A6Y8,protein.P0A9M0,unique,unique,coexpression,831,0.831,0.35,0.2908,959,66,0,0,831,53,0,758
511145.b0014,511145.b3931,protein.P0A6Y8,protein.P0A6H5,unique,unique,coexpression,910,0.910,0.35,0.3185,984,44,0,0,910,84,0,829
511145.b0014,511145.b3932,protein.P0A6Y8,protein.P0A7B8,unique,unique,coexpression,894,0.894,0.35,0.3129,980,52,0,0,894,0,0,823
511145.b0014,511145.b2614,protein.P0A6Y8,protein.P09372,unique,unique,coexpression,939,0.939,0.35,0.3286,999,84,0,733,939,997,49,999
511145.b0014,511145.b2592,protein.P0A6Y8,protein.P63284,unique,unique,coexpression,995,0.995,0.35,0.3483,999,62,0,0,995,999,0,983
511145.b0014,511145.b0473,protein.P0A6Y8,protein.P0A6Z3,unique,unique,coexpression,994,0.994,0.35,0.3479,999,0,5,0,994,855,309,948
511145.b0014,511145.b0015,protein.P0A6Y8,protein.P08622,unique,unique,coexpression,986,0.986,0.35,0.3451,999,568,297,770,986,999,227,999
511145.b0015,511145.b2614,protein.P08622,protein.P09372,unique,unique,coexpression,935,0.935,0.35,0.3272,999,158,0,650,935,559,0,999
511145.b0015,511145.b3931,protein.P08622,protein.P0A6H5,unique,unique,coexpression,955,0.955,0.35,0.3342,993,0,0,0,955,161,0,837
511145.b0015,511145.b3932,protein.P08622,protein.P0A7B8,unique,unique,coexpression,891,0.891,0.35,0.3118,977,0,0,0,891,0,0,799
511145.b0015,511145.b0014,protein.P08622,protein.P0A6Y8,unique,unique,coexpression,986,0.986,0.35,0.3451,999,568,297,770,986,999,227,999
511145.b0015,511145.b2592,protein.P08622,protein.P63284,unique,unique,coexpression,895,0.895,0.35,0.3132,996,76,0,0,895,571,0,915
511145.b0015,511145.b0473,protein.P08622,protein.P0A6Z3,unique,unique,coexpression,954,0.954,0.35,0.3339,998,72,0,0,954,389,345,919
511145.b0015,511145.b0439,protein.P08622,protein.P0A9M0,unique,unique,coexpression,883,0.883,0.35,0.3090,941,82,0,0,883,0,0,497
511145.b0015,511145.b4143,protein.P08622,protein.P0A6F5,unique,unique,coexpression,833,0.833,0.35,0.2915,992,97,0,286,833,93,121,928
511145.b0021,511145.b0274,protein.A0A385XJL4|protein.P0CF25|protein.P0CF28|protein.P0CF29,protein.P0CF26|protein.P0CF27,multiple,multiple,coexpression,926,0.926,0.35,0.3241,926,0,0,47,926,0,0,0
511145.b0021,511145.b3445,protein.A0A385XJL4|protein.P0CF25|protein.P0CF28|protein.P0CF29,protein.A0A385XJL4|protein.P0CF25|protein.P0CF28|protein.P0CF29|protein.P58037,multiple,multiple,coexpression,804,0.804,0.35,0.2814,805,0,0,46,804,0,0,0
511145.b0021,511145.b1893,protein.A0A385XJL4|protein.P0CF25|protein.P0CF28|protein.P0CF29,protein.A0A385XJL4|protein.P0CF25|protein.P0CF28|protein.P0CF29,multiple,multiple,coexpression,955,0.955,0.35,0.3342,955,0,0,46,955,0,0,0
511145.b0021,511145.b0988,protein.A0A385XJL4|protein.P0CF25|protein.P0CF28|protein.P0CF29,protein.P57998,multiple,unique,coexpression,999,0.999,0.35,0.3496,999,0,0,47,999,0,0,0
511145.b0022,511145.b0265,protein.A0A385XJ53|protein.P0CF07|protein.P0CF11|protein.P0CF12,protein.P0CF08|protein.P0CF09|protein.P0CF10,multiple,multiple,coexpression,987,0.987,0.35,0.3454,987,0,0,48,987,0,0,0
511145.b0023,511145.b0169,protein.P0A7U7,protein.P0A7V0,unique,unique,coexpression,880,0.880,0.35,0.3080,999,60,0,0,880,945,720,720
511145.b0023,511145.b4147,protein.P0A7U7,protein.P0A6N4,unique,unique,coexpression,884,0.884,0.35,0.3094,998,43,0,0,884,981,0,203
511145.b0023,511145.b3231,protein.P0A7U7,protein.P0AA10,unique,unique,coexpression,958,0.958,0.35,0.3353,999,102,0,0,958,999,0,647
511145.b0023,511145.b4202,protein.P0A7U7,protein.P0A7T7,unique,unique,coexpression,912,0.912,0.35,0.3192,999,107,0,0,912,945,720,495
511145.b0023,511145.b2609,protein.P0A7U7,protein.P0A7T3,unique,unique,coexpression,951,0.951,0.35,0.3328,999,108,0,0,951,945,720,650
511145.b0023,511145.b3186,protein.P0A7U7,protein.P0AG48,unique,unique,coexpression,951,0.951,0.35,0.3328,999,61,0,0,951,945,0,649
511145.b0023,511145.b3636,protein.P0A7U7,protein.P0A7N9,unique,unique,coexpression,922,0.922,0.35,0.3227,998,0,0,0,922,945,0,660
511145.b0023,511145.b3065,protein.P0A7U7,protein.P68679,unique,unique,coexpression,973,0.973,0.35,0.3405,999,101,0,0,973,945,720,719
511145.b0023,511145.b4200,protein.P0A7U7,protein.P02358,unique,unique,coexpression,824,0.824,0.35,0.2884,999,82,0,0,824,945,720,704
511145.b0023,511145.b0436,protein.P0A7U7,protein.P0A850,unique,unique,coexpression,824,0.824,0.35,0.2884,967,60,0,0,824,800,0,144
511145.b0023,511145.b3321,protein.P0A7U7,protein.P0A7R5,unique,unique,coexpression,923,0.923,0.35,0.3231,999,0,0,0,923,999,720,645
511145.b0023,511145.b3230,protein.P0A7U7,protein.P0A7X3,unique,unique,coexpression,956,0.956,0.35,0.3346,999,99,0,0,956,945,720,745
511145.b0023,511145.b3165,protein.P0A7U7,protein.P0ADZ4,unique,unique,coexpression,953,0.953,0.35,0.3335,999,158,0,0,953,945,720,906
511145.b0023,511145.b1089,protein.P0A7U7,protein.P0A7N4,unique,unique,coexpression,963,0.963,0.35,0.3370,998,0,0,0,963,945,0,543
511145.b0023,511145.b0884,protein.P0A7U7,protein.P69222,unique,unique,coexpression,842,0.842,0.35,0.2947,935,0,0,0,842,455,0,313
511145.b0023,511145.b3936,protein.P0A7U7,protein.P0A7M9,unique,unique,coexpression,871,0.871,0.35,0.3048,995,96,0,0,871,926,0,569
511145.b0023,511145.b3983,protein.P0A7U7,protein.P0A7J7,unique,unique,coexpression,829,0.829,0.35,0.2901,999,0,0,0,829,999,0,612
511145.b0023,511145.b2606,protein.P0A7U7,protein.P0A7K6,unique,unique,coexpression,854,0.854,0.35,0.2989,995,106,0,0,854,945,0,441
511145.b0023,511145.b3185,protein.P0A7U7,protein.P0A7L8,unique,unique,coexpression,969,0.969,0.35,0.3391,999,86,0,0,969,945,0,501
511145.b0023,511145.b3986,protein.P0A7U7,protein.P0A7K2,unique,unique,coexpression,843,0.843,0.35,0.2950,994,0,0,0,843,934,0,546
511145.b0023,511145.b3296,protein.P0A7U7,protein.P0A7V8,unique,unique,coexpression,832,0.832,0.35,0.2912,998,0,0,0,832,945,720,495
511145.b0023,511145.b2185,protein.P0A7U7,protein.P68919,unique,unique,coexpression,928,0.928,0.35,0.3248,997,42,0,0,928,945,0,501
511145.b0023,511145.b3703,protein.P0A7U7,protein.P0A7P5,unique,unique,coexpression,949,0.949,0.35,0.3321,998,109,0,0,949,945,0,631
511145.b0023,511145.b3704,protein.P0A7U7,protein.P0A7Y8,unique,unique,coexpression,895,0.895,0.35,0.3132,914,94,0,0,895,113,0,102
511145.b0023,511145.b3637,protein.P0A7U7,protein.P0A7M2,unique,unique,coexpression,979,0.979,0.35,0.3426,999,104,0,0,979,945,0,719
511145.b0025,511145.b0415,protein.P0AG40,protein.P61714,unique,unique,coexpression,809,0.809,0.35,0.2832,975,107,0,0,809,0,0,866
511145.b0026,511145.b1713,protein.P00956,protein.P07395,unique,unique,coexpression,881,0.881,0.35,0.3083,955,199,0,0,881,194,0,492
511145.b0026,511145.b0194,protein.P00956,protein.P16659,unique,unique,coexpression,820,0.820,0.35,0.2870,998,0,0,161,820,696,249,961
511145.b0026,511145.b4258,protein.P00956,protein.P07118,unique,unique,coexpression,857,0.857,0.35,0.2999,948,156,0,119,857,109,0,538
511145.b0032,511145.b0336,protein.P0A6F1,protein.P0AA82,unique,unique,coexpression,802,0.802,0.35,0.2807,802,0,0,0,802,0,0,0
511145.b0032,511145.b3844,protein.P0A6F1,protein.P0AEN1,unique,unique,coexpression,857,0.857,0.35,0.2999,906,158,0,0,857,0,0,283
511145.b0032,511145.b2497,protein.P0A6F1,protein.P0AGM7,unique,unique,coexpression,823,0.823,0.35,0.2880,827,65,0,0,823,0,0,0
511145.b0032,511145.b1281,protein.P0A6F1,protein.P08244,unique,unique,coexpression,917,0.917,0.35,0.3210,941,158,0,0,917,0,0,227
511145.b0032,511145.b2557,protein.P0A6F1,protein.P15254,unique,unique,coexpression,883,0.883,0.35,0.3090,940,206,0,207,883,0,0,282
511145.b0032,511145.b3642,protein.P0A6F1,protein.P0A7E3,unique,unique,coexpression,866,0.866,0.35,0.3031,926,158,0,186,866,0,0,293
511145.b0032,511145.b0945,protein.P0A6F1,protein.P0A7E1,unique,unique,coexpression,925,0.925,0.35,0.3237,958,84,0,357,925,0,0,170
511145.b0032,511145.b4245,protein.P0A6F1,protein.P0A786,unique,unique,coexpression,975,0.975,0.35,0.3412,999,158,900,343,975,0,900,360
511145.b0032,511145.b0033,protein.P0A6F1,protein.P00968,unique,unique,coexpression,997,0.997,0.35,0.3489,999,756,900,775,997,999,900,838
511145.b0033,511145.b4244,protein.P00968,protein.P0A7F3,unique,unique,coexpression,867,0.867,0.35,0.3034,987,158,0,0,867,0,900,46
511145.b0033,511145.b3172,protein.P00968,protein.P0A6E4,unique,unique,coexpression,840,0.840,0.35,0.2940,989,158,380,0,840,0,800,456
511145.b0033,511145.b1281,protein.P00968,protein.P08244,unique,unique,coexpression,896,0.896,0.35,0.3136,986,158,0,158,896,0,0,839
511145.b0033,511145.b2497,protein.P00968,protein.P0AGM7,unique,unique,coexpression,843,0.843,0.35,0.2950,859,65,0,0,843,0,0,119
511145.b0033,511145.b3844,protein.P00968,protein.P0AEN1,unique,unique,coexpression,863,0.863,0.35,0.3020,912,158,0,0,863,65,0,286
511145.b0033,511145.b0336,protein.P00968,protein.P0AA82,unique,unique,coexpression,824,0.824,0.35,0.2884,833,0,0,0,824,0,0,94
511145.b0033,511145.b0032,protein.P00968,protein.P0A6F1,unique,unique,coexpression,997,0.997,0.35,0.3489,999,756,900,775,997,999,900,838
511145.b0033,511145.b4245,protein.P00968,protein.P0A786,unique,unique,coexpression,994,0.994,0.35,0.3479,999,158,900,338,994,0,900,907
511145.b0033,511145.b0945,protein.P00968,protein.P0A7E1,unique,unique,coexpression,852,0.852,0.35,0.2982,980,107,0,390,852,81,0,780
511145.b0033,511145.b3642,protein.P00968,protein.P0A7E3,unique,unique,coexpression,867,0.867,0.35,0.3034,973,158,0,163,867,93,0,736
511145.b0033,511145.b1062,protein.P00968,protein.P05020,unique,unique,coexpression,802,0.802,0.35,0.2807,904,0,0,0,802,0,0,539
511145.b0033,511145.b0337,protein.P00968,protein.P25524,unique,unique,coexpression,920,0.920,0.35,0.3220,926,0,0,0,920,0,0,120
511145.b0048,511145.b2827,protein.P0ABQ4,protein.P0A884,unique,unique,coexpression,804,0.804,0.35,0.2814,999,158,0,775,804,0,900,907
511145.b0050,511145.b0051,protein.P62672,protein.P06992,unique,unique,coexpression,840,0.840,0.35,0.2940,992,800,0,0,840,0,0,778
511145.b0051,511145.b0050,protein.P06992,protein.P62672,unique,unique,coexpression,840,0.840,0.35,0.2940,992,800,0,0,840,0,0,778
511145.b0061,511145.b0062,protein.P08203,protein.P08202,unique,unique,coexpression,876,0.876,0.35,0.3066,999,436,123,768,876,0,800,912
511145.b0061,511145.b0063,protein.P08203,protein.P08204,unique,unique,coexpression,871,0.871,0.35,0.3048,999,425,0,696,871,0,900,966
511145.b0062,511145.b0063,protein.P08202,protein.P08204,unique,unique,coexpression,921,0.921,0.35,0.3223,999,795,644,758,921,0,900,940
511145.b0062,511145.b0061,protein.P08202,protein.P08203,unique,unique,coexpression,876,0.876,0.35,0.3066,999,436,123,768,876,0,800,912
511145.b0063,511145.b0062,protein.P08204,protein.P08202,unique,unique,coexpression,921,0.921,0.35,0.3223,999,795,644,758,921,0,900,940
511145.b0063,511145.b0061,protein.P08204,protein.P08203,unique,unique,coexpression,871,0.871,0.35,0.3048,999,425,0,696,871,0,900,966
511145.b0071,511145.b3774,protein.P30126,protein.P05793,unique,unique,coexpression,865,0.865,0.35,0.3027,986,158,0,319,865,0,0,852
511145.b0071,511145.b0073,protein.P30126,protein.P30125,unique,unique,coexpression,993,0.993,0.35,0.3475,999,795,560,767,993,0,900,937
511145.b0071,511145.b0072,protein.P30126,protein.P0A6A6,unique,unique,coexpression,986,0.986,0.35,0.3451,999,795,900,775,986,588,900,930
511145.b0071,511145.b0074,protein.P30126,protein.P09151,unique,unique,coexpression,951,0.951,0.35,0.3328,999,795,0,721,951,0,900,943
511145.b0072,511145.b0073,protein.P0A6A6,protein.P30125,unique,unique,coexpression,995,0.995,0.35,0.3483,999,800,899,763,995,81,900,941
511145.b0072,511145.b3774,protein.P0A6A6,protein.P05793,unique,unique,coexpression,873,0.873,0.35,0.3055,983,158,129,262,873,0,0,799
511145.b0072,511145.b0071,protein.P0A6A6,protein.P30126,unique,unique,coexpression,986,0.986,0.35,0.3451,999,795,900,775,986,588,900,930
511145.b0072,511145.b0074,protein.P0A6A6,protein.P09151,unique,unique,coexpression,985,0.985,0.35,0.3448,999,800,622,660,985,0,900,932
511145.b0073,511145.b0071,protein.P30125,protein.P30126,unique,unique,coexpression,993,0.993,0.35,0.3475,999,795,560,767,993,0,900,937
511145.b0073,511145.b3774,protein.P30125,protein.P05793,unique,unique,coexpression,800,0.800,0.35,0.2800,986,98,0,511,800,0,0,867
511145.b0073,511145.b0072,protein.P30125,protein.P0A6A6,unique,unique,coexpression,995,0.995,0.35,0.3483,999,800,899,763,995,81,900,941
511145.b0073,511145.b0074,protein.P30125,protein.P09151,unique,unique,coexpression,992,0.992,0.35,0.3472,999,800,176,708,992,77,0,947
511145.b0074,511145.b0071,protein.P09151,protein.P30126,unique,unique,coexpression,951,0.951,0.35,0.3328,999,795,0,721,951,0,900,943
511145.b0074,511145.b0073,protein.P09151,protein.P30125,unique,unique,coexpression,992,0.992,0.35,0.3472,999,800,176,708,992,77,0,947
511145.b0074,511145.b0072,protein.P09151,protein.P0A6A6,unique,unique,coexpression,985,0.985,0.35,0.3448,999,800,622,660,985,0,900,932
511145.b0077,511145.b0078,protein.P00893,protein.P00894,unique,unique,coexpression,841,0.841,0.35,0.2943,999,800,523,771,841,506,900,942
511145.b0078,511145.b0077,protein.P00894,protein.P00893,unique,unique,coexpression,841,0.841,0.35,0.2943,999,800,523,771,841,506,900,942
511145.b0081,511145.b0082,protein.P22186,protein.P60390,unique,unique,coexpression,986,0.986,0.35,0.3451,999,800,418,154,986,0,0,921
511145.b0082,511145.b0083,protein.P60390,protein.P0AEN4,unique,unique,coexpression,843,0.843,0.35,0.2950,987,800,0,0,843,0,0,646
511145.b0082,511145.b0081,protein.P60390,protein.P22186,unique,unique,coexpression,986,0.986,0.35,0.3451,999,800,418,154,986,0,0,921
511145.b0083,511145.b0082,protein.P0AEN4,protein.P60390,unique,unique,coexpression,843,0.843,0.35,0.2950,987,800,0,0,843,0,0,646
511145.b0084,511145.b0085,protein.P0AD68,protein.P22188,unique,unique,coexpression,855,0.855,0.35,0.2992,998,800,202,673,855,0,0,803
511145.b0085,511145.b0084,protein.P22188,protein.P0AD68,unique,unique,coexpression,855,0.855,0.35,0.2992,998,800,202,673,855,0,0,803
511145.b0086,511145.b0088,protein.P11880,protein.P14900,unique,unique,coexpression,882,0.882,0.35,0.3087,992,800,130,328,882,0,0,541
511145.b0086,511145.b0090,protein.P11880,protein.P17443,unique,unique,coexpression,855,0.855,0.35,0.2992,999,800,0,765,855,0,0,980
511145.b0086,511145.b0087,protein.P11880,protein.P0A6W3,unique,unique,coexpression,882,0.882,0.35,0.3087,999,800,134,757,882,94,900,777
511145.b0087,511145.b0089,protein.P0A6W3,protein.P0ABG4,unique,unique,coexpression,956,0.956,0.35,0.3346,998,800,272,711,956,0,0,520
511145.b0087,511145.b0091,protein.P0A6W3,protein.P17952,unique,unique,coexpression,866,0.866,0.35,0.3031,996,652,0,765,866,0,0,691
511145.b0087,511145.b0086,protein.P0A6W3,protein.P11880,unique,unique,coexpression,882,0.882,0.35,0.3087,999,800,134,757,882,94,900,777
511145.b0088,511145.b0091,protein.P14900,protein.P17952,unique,unique,coexpression,949,0.949,0.35,0.3321,999,652,672,326,949,0,900,538
511145.b0088,511145.b0086,protein.P14900,protein.P11880,unique,unique,coexpression,882,0.882,0.35,0.3087,992,800,130,328,882,0,0,541
511145.b0088,511145.b0093,protein.P14900,protein.P06136,unique,unique,coexpression,830,0.830,0.35,0.2905,982,652,0,0,830,0,0,720
511145.b0088,511145.b0090,protein.P14900,protein.P17443,unique,unique,coexpression,948,0.948,0.35,0.3318,999,800,0,765,948,0,0,952
511145.b0089,511145.b0090,protein.P0ABG4,protein.P17443,unique,unique,coexpression,815,0.815,0.35,0.2852,999,800,563,742,815,0,0,925
511145.b0089,511145.b0091,protein.P0ABG4,protein.P17952,unique,unique,coexpression,848,0.848,0.35,0.2968,997,652,0,726,848,0,0,837
511145.b0089,511145.b0087,protein.P0ABG4,protein.P0A6W3,unique,unique,coexpression,956,0.956,0.35,0.3346,998,800,272,711,956,0,0,520
511145.b0090,511145.b0086,protein.P17443,protein.P11880,unique,unique,coexpression,855,0.855,0.35,0.2992,999,800,0,765,855,0,0,980
511145.b0090,511145.b0091,protein.P17443,protein.P17952,unique,unique,coexpression,957,0.957,0.35,0.3349,999,652,899,750,957,0,0,924
511145.b0090,511145.b0089,protein.P17443,protein.P0ABG4,unique,unique,coexpression,815,0.815,0.35,0.2852,999,800,563,742,815,0,0,925
511145.b0090,511145.b0092,protein.P17443,protein.P07862,unique,unique,coexpression,812,0.812,0.35,0.2842,994,632,0,565,812,0,0,829
511145.b0090,511145.b0093,protein.P17443,protein.P06136,unique,unique,coexpression,914,0.914,0.35,0.3199,993,652,0,0,914,0,0,812
511145.b0090,511145.b0088,protein.P17443,protein.P14900,unique,unique,coexpression,948,0.948,0.35,0.3318,999,800,0,765,948,0,0,952
511145.b0091,511145.b0087,protein.P17952,protein.P0A6W3,unique,unique,coexpression,866,0.866,0.35,0.3031,996,652,0,765,866,0,0,691
511145.b0091,511145.b0089,protein.P17952,protein.P0ABG4,unique,unique,coexpression,848,0.848,0.35,0.2968,997,652,0,726,848,0,0,837
511145.b0091,511145.b0090,protein.P17952,protein.P17443,unique,unique,coexpression,957,0.957,0.35,0.3349,999,652,899,750,957,0,0,924
511145.b0091,511145.b0093,protein.P17952,protein.P06136,unique,unique,coexpression,865,0.865,0.35,0.3027,993,800,222,0,865,0,0,736
511145.b0091,511145.b0092,protein.P17952,protein.P07862,unique,unique,coexpression,880,0.880,0.35,0.3080,999,800,900,669,880,0,0,835
511145.b0091,511145.b0088,protein.P17952,protein.P14900,unique,unique,coexpression,949,0.949,0.35,0.3321,999,652,672,326,949,0,900,538
511145.b0092,511145.b0090,protein.P07862,protein.P17443,unique,unique,coexpression,812,0.812,0.35,0.2842,994,632,0,565,812,0,0,829
511145.b0092,511145.b0093,protein.P07862,protein.P06136,unique,unique,coexpression,886,0.886,0.35,0.3101,997,800,654,0,886,0,0,769
511145.b0092,511145.b0094,protein.P07862,protein.P0ABH0,unique,unique,coexpression,877,0.877,0.35,0.3070,991,800,0,0,877,0,0,687
511145.b0092,511145.b0091,protein.P07862,protein.P17952,unique,unique,coexpression,880,0.880,0.35,0.3080,999,800,900,669,880,0,0,835
511145.b0093,511145.b0091,protein.P06136,protein.P17952,unique,unique,coexpression,865,0.865,0.35,0.3027,993,800,222,0,865,0,0,736
511145.b0093,511145.b0092,protein.P06136,protein.P07862,unique,unique,coexpression,886,0.886,0.35,0.3101,997,800,654,0,886,0,0,769
511145.b0093,511145.b0090,protein.P06136,protein.P17443,unique,unique,coexpression,914,0.914,0.35,0.3199,993,652,0,0,914,0,0,812
511145.b0093,511145.b0088,protein.P06136,protein.P14900,unique,unique,coexpression,830,0.830,0.35,0.2905,982,652,0,0,830,0,0,720
511145.b0093,511145.b0094,protein.P06136,protein.P0ABH0,unique,unique,coexpression,972,0.972,0.35,0.3402,999,800,0,0,972,506,540,992
511145.b0094,511145.b0095,protein.P0ABH0,protein.P0A9A6,unique,unique,coexpression,941,0.941,0.35,0.3293,999,639,875,662,941,999,540,999
511145.b0094,511145.b0092,protein.P0ABH0,protein.P07862,unique,unique,coexpression,877,0.877,0.35,0.3070,991,800,0,0,877,0,0,687
511145.b0094,511145.b0093,protein.P0ABH0,protein.P06136,unique,unique,coexpression,972,0.972,0.35,0.3402,999,800,0,0,972,506,540,992
511145.b0095,511145.b0094,protein.P0A9A6,protein.P0ABH0,unique,unique,coexpression,941,0.941,0.35,0.3293,999,639,875,662,941,999,540,999
511145.b0102,511145.b0103,protein.P36680,protein.P0A6I9,unique,unique,coexpression,887,0.887,0.35,0.3105,992,800,596,152,887,0,0,145
511145.b0103,511145.b0102,protein.P0A6I9,protein.P36680,unique,unique,coexpression,887,0.887,0.35,0.3105,992,800,596,152,887,0,0,145
511145.b0109,511145.b2574,protein.P30011,protein.P10902,unique,unique,coexpression,854,0.854,0.35,0.2989,999,158,900,760,854,0,0,927
511145.b0109,511145.b0750,protein.P30011,protein.P11458,unique,unique,coexpression,863,0.863,0.35,0.3020,999,158,709,772,863,0,900,926
511145.b0114,511145.b0115,protein.P0AFG8,protein.P06959,unique,unique,coexpression,999,0.999,0.35,0.3496,999,753,16,755,999,903,900,981
511145.b0114,511145.b0116,protein.P0AFG8,protein.P0A9P0,unique,unique,coexpression,827,0.827,0.35,0.2894,999,419,0,715,827,113,900,976
511145.b0115,511145.b0114,protein.P06959,protein.P0AFG8,unique,unique,coexpression,999,0.999,0.35,0.3496,999,753,16,755,999,903,900,981
511145.b0115,511145.b0116,protein.P06959,protein.P0A9P0,unique,unique,coexpression,815,0.815,0.35,0.2852,999,414,899,773,815,919,922,993
511145.b0116,511145.b0115,protein.P0A9P0,protein.P06959,unique,unique,coexpression,815,0.815,0.35,0.2852,999,414,899,773,815,919,922,993
511145.b0116,511145.b0114,protein.P0A9P0,protein.P0AFG8,unique,unique,coexpression,827,0.827,0.35,0.2894,999,419,0,715,827,113,900,976
511145.b0118,511145.b0726,protein.P36683,protein.P0AFG3,unique,unique,coexpression,886,0.886,0.35,0.3101,969,0,0,0,886,0,0,739
511145.b0118,511145.b3236,protein.P36683,protein.P61889,unique,unique,coexpression,857,0.857,0.35,0.2999,958,110,0,0,857,0,0,699
511145.b0118,511145.b0728,protein.P36683,protein.P0A836,unique,unique,coexpression,823,0.823,0.35,0.2880,975,81,0,0,823,0,0,862
511145.b0118,511145.b0727,protein.P36683,protein.P0AFG6,unique,unique,coexpression,854,0.854,0.35,0.2989,969,0,0,0,854,0,0,798
511145.b0120,511145.b0121,protein.P0A7F6,protein.P09158,unique,unique,coexpression,985,0.985,0.35,0.3448,999,772,0,705,985,0,900,927
511145.b0121,511145.b0120,protein.P09158,protein.P0A7F6,unique,unique,coexpression,985,0.985,0.35,0.3448,999,772,0,705,985,0,900,927
511145.b0131,511145.b0134,protein.P0A790,protein.P31057,unique,unique,coexpression,864,0.864,0.35,0.3024,997,158,0,718,864,0,0,919
511145.b0131,511145.b0133,protein.P0A790,protein.P31663,unique,unique,coexpression,873,0.873,0.35,0.3055,999,158,837,753,873,113,900,926
511145.b0133,511145.b0134,protein.P31663,protein.P31057,unique,unique,coexpression,920,0.920,0.35,0.3220,999,790,851,775,920,111,0,929
511145.b0133,511145.b0131,protein.P31663,protein.P0A790,unique,unique,coexpression,873,0.873,0.35,0.3055,999,158,837,753,873,113,900,926
511145.b0134,511145.b0133,protein.P31057,protein.P31663,unique,unique,coexpression,920,0.920,0.35,0.3220,999,790,851,775,920,111,0,929
511145.b0134,511145.b0131,protein.P31057,protein.P0A790,unique,unique,coexpression,864,0.864,0.35,0.3024,997,158,0,718,864,0,0,919
511145.b0137,511145.b0138,protein.P37017,protein.P37018,unique,unique,coexpression,876,0.876,0.35,0.3066,993,762,0,0,876,0,0,809
511145.b0138,511145.b0137,protein.P37018,protein.P37017,unique,unique,coexpression,876,0.876,0.35,0.3066,993,762,0,0,876,0,0,809
511145.b0142,511145.b2153,protein.P26281,protein.P0A6T5,unique,unique,coexpression,863,0.863,0.35,0.3020,999,158,899,659,863,0,0,854
511145.b0142,511145.b3177,protein.P26281,protein.P0AC13,unique,unique,coexpression,863,0.863,0.35,0.3020,999,158,900,774,863,0,900,942
511145.b0150,511145.b3006,protein.P06971,protein.P0ABU7,unique,unique,coexpression,804,0.804,0.35,0.2814,998,76,0,208,804,0,900,908
511145.b0150,511145.b4367,protein.P06971,protein.P39405,unique,unique,coexpression,838,0.838,0.35,0.2933,945,93,0,322,838,0,0,517
511145.b0151,511145.b0152,protein.P07821,protein.P07822,unique,unique,coexpression,898,0.898,0.35,0.3143,999,800,0,716,898,720,900,948
511145.b0152,511145.b0151,protein.P07822,protein.P07821,unique,unique,coexpression,898,0.898,0.35,0.3143,999,800,0,716,898,720,900,948
511145.b0168,511145.b4200,protein.P0AE18,protein.P02358,unique,unique,coexpression,813,0.813,0.35,0.2845,868,0,0,0,813,0,0,322
511145.b0168,511145.b3309,protein.P0AE18,protein.P60624,unique,unique,coexpression,836,0.836,0.35,0.2926,963,158,0,181,836,719,0,0
511145.b0168,511145.b3341,protein.P0AE18,protein.P02359,unique,unique,coexpression,865,0.865,0.35,0.3027,969,158,0,373,865,618,0,0
511145.b0168,511145.b3321,protein.P0AE18,protein.P0A7R5,unique,unique,coexpression,808,0.808,0.35,0.2828,879,158,0,0,808,318,0,0
511145.b0168,511145.b3295,protein.P0AE18,protein.P0A7Z4,unique,unique,coexpression,845,0.845,0.35,0.2957,908,158,0,354,845,0,0,0
511145.b0168,511145.b0474,protein.P0AE18,protein.P69441,unique,unique,coexpression,824,0.824,0.35,0.2884,902,158,0,173,824,65,0,283
511145.b0168,511145.b3304,protein.P0AE18,protein.P0C018,unique,unique,coexpression,860,0.860,0.35,0.3010,974,158,0,259,860,730,0,70
511145.b0168,511145.b3298,protein.P0AE18,protein.P0A7S9,unique,unique,coexpression,850,0.850,0.35,0.2975,959,158,0,253,850,623,0,0
511145.b0168,511145.b2507,protein.P0AE18,protein.P04079,unique,unique,coexpression,906,0.906,0.35,0.3171,923,199,0,0,906,0,0,68
