source_string_id,target_string_id,source_entity_ids,target_entity_ids,source_mapping_status,target_mapping_status,network_type,score,score_norm,experimental,database,textmining,combined_score
511145.b0002,511145.b3940,protein.P00561,protein.P00562,unique,unique,physical_association,997,0.997,0,900,973,997
511145.b0002,511145.b4024,protein.P00561,protein.P08660,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0008,511145.b2464,protein.P0A870,protein.P0A867,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0009,511145.b0782,protein.P0AF03,protein.P0AEZ9,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0014,511145.b0473,protein.P0A6Y8,protein.P0A6Z3,unique,unique,physical_association,882,0.882,696,309,486,882
511145.b0014,511145.b0015,protein.P0A6Y8,protein.P08622,unique,unique,physical_association,999,0.999,952,227,984,999
511145.b0014,511145.b2614,protein.P0A6Y8,protein.P09372,unique,unique,physical_association,999,0.999,966,49,973,999
511145.b0014,511145.b2592,protein.P0A6Y8,protein.P63284,unique,unique,physical_association,800,0.800,559,0,566,800
511145.b0014,511145.b0383,protein.P0A6Y8,protein.P00634,unique,unique,physical_association,900,0.900,900,0,0,900
511145.b0015,511145.b0014,protein.P08622,protein.P0A6Y8,unique,unique,physical_association,999,0.999,952,227,984,999
511145.b0015,511145.b2614,protein.P08622,protein.P09372,unique,unique,physical_association,988,0.988,522,0,976,988
511145.b0015,511145.b1378,protein.P08622,protein.P52647,unique,unique,physical_association,752,0.752,752,0,0,752
511145.b0023,511145.b3308,protein.P0A7U7,protein.P62399,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b0169,protein.P0A7U7,protein.P0A7V0,unique,unique,physical_association,984,0.984,945,720,0,984
511145.b0023,511145.b3988,protein.P0A7U7,protein.P0A8T7,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b3985,protein.P0A7U7,protein.P0A7J3,unique,unique,physical_association,935,0.935,935,0,0,935
511145.b0023,511145.b3319,protein.P0A7U7,protein.P60723,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b4375,protein.P0A7U7,protein.P0A7I4,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b3486,protein.P0A7U7,protein.P37624,unique,unique,physical_association,720,0.720,0,720,0,720
511145.b0023,511145.b3303,protein.P0A7U7,protein.P0A7W1,unique,unique,physical_association,985,0.985,949,720,0,985
511145.b0023,511145.b3307,protein.P0A7U7,protein.P0AG59,unique,unique,physical_association,984,0.984,945,720,0,984
511145.b0023,511145.b3936,protein.P0A7U7,protein.P0A7M9,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0023,511145.b3287,protein.P0A7U7,protein.P0A6K3,unique,unique,physical_association,935,0.935,935,0,0,935
511145.b0023,511145.b0957,protein.P0A7U7,protein.P0A910,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b3302,protein.P0A7U7,protein.P0AG51,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b0953,protein.P0A7U7,protein.P0AFW2,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b2597,protein.P0A7U7,protein.P0AD49,unique,unique,physical_association,859,0.859,518,720,0,859
511145.b0023,511145.b2620,protein.P0A7U7,protein.P0A832,unique,unique,physical_association,925,0.925,925,0,0,925
511145.b0023,511145.b3311,protein.P0A7U7,protein.P0AG63,unique,unique,physical_association,984,0.984,945,720,0,984
511145.b0023,511145.b3299,protein.P0A7U7,protein.P0A7Q6,unique,unique,physical_association,919,0.919,919,0,0,919
511145.b0023,511145.b3342,protein.P0A7U7,protein.P0A7S3,unique,unique,physical_association,984,0.984,945,720,0,984
511145.b0023,511145.b3317,protein.P0A7U7,protein.P60422,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b3649,protein.P0A7U7,protein.P0A800,unique,unique,physical_association,809,0.809,809,0,0,809
511145.b0023,511145.b1480,protein.P0A7U7,protein.P68191,unique,unique,physical_association,720,0.720,0,720,0,720
511145.b0023,511145.b3986,protein.P0A7U7,protein.P0A7K2,unique,unique,physical_association,925,0.925,925,0,0,925
511145.b0023,511145.b3703,protein.P0A7U7,protein.P0A7P5,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b3318,protein.P0A7U7,protein.P0ADZ0,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b2569,protein.P0A7U7,protein.P60785,unique,unique,physical_association,963,0.963,963,0,0,963
511145.b0023,511145.b3312,protein.P0A7U7,protein.P0A7M6,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b2331,protein.P0A7U7,protein.P0A8B2,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b3295,protein.P0A7U7,protein.P0A7Z4,unique,unique,physical_association,935,0.935,935,0,0,935
511145.b0023,511145.b4202,protein.P0A7U7,protein.P0A7T7,unique,unique,physical_association,984,0.984,945,720,0,984
511145.b0023,511145.b4506,protein.P0A7U7,protein.Q2EEQ2,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0023,511145.b3981,protein.P0A7U7,protein.P0AG96,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b3707,protein.P0A7U7,protein.P0AD89,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b3300,protein.P0A7U7,protein.P0AGA2,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b3320,protein.P0A7U7,protein.P60438,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b3987,protein.P0A7U7,protein.P0A8V2,unique,unique,physical_association,807,0.807,807,0,0,807
511145.b0023,511145.b3170,protein.P0A7U7,protein.P0A8A8,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b0093,protein.P0A7U7,protein.P06136,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b3165,protein.P0A7U7,protein.P0ADZ4,unique,unique,physical_association,984,0.984,945,720,0,984
511145.b0023,511145.b3305,protein.P0A7U7,protein.P0AG55,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b3984,protein.P0A7U7,protein.P0A7L0,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b3231,protein.P0A7U7,protein.P0AA10,unique,unique,physical_association,935,0.935,935,0,0,935
511145.b0023,511145.b3982,protein.P0A7U7,protein.P0AFG0,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b0097,protein.P0A7U7,protein.P62395,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b1211,protein.P0A7U7,protein.P0A7I0,unique,unique,physical_association,850,0.850,850,0,0,850
511145.b0023,511145.b1716,protein.P0A7U7,protein.P0A7L3,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b3321,protein.P0A7U7,protein.P0A7R5,unique,unique,physical_association,981,0.981,935,720,0,981
511145.b0023,511145.b3315,protein.P0A7U7,protein.P61175,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b3306,protein.P0A7U7,protein.P0A7W7,unique,unique,physical_association,984,0.984,945,720,0,984
511145.b0023,511145.b3304,protein.P0A7U7,protein.P0C018,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b2606,protein.P0A7U7,protein.P0A7K6,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b3203,protein.P0A7U7,protein.P0AFX0,unique,unique,physical_association,984,0.984,967,540,0,984
511145.b0023,511145.b3590,protein.P0A7U7,protein.P14081,unique,unique,physical_association,807,0.807,807,0,0,807
511145.b0023,511145.b3296,protein.P0A7U7,protein.P0A7V8,unique,unique,physical_association,984,0.984,945,720,0,984
511145.b0023,511145.b3340,protein.P0A7U7,protein.P0A6M8,unique,unique,physical_association,925,0.925,925,0,0,925
511145.b0023,511145.b3310,protein.P0A7U7,protein.P0ADY3,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b1717,protein.P0A7U7,protein.P0A7Q1,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b3636,protein.P0A7U7,protein.P0A7N9,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b3301,protein.P0A7U7,protein.P02413,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b1089,protein.P0A7U7,protein.P0A7N4,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b3637,protein.P0A7U7,protein.P0A7M2,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b2185,protein.P0A7U7,protein.P68919,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b3298,protein.P0A7U7,protein.P0A7S9,unique,unique,physical_association,984,0.984,945,720,0,984
511145.b0023,511145.b3230,protein.P0A7U7,protein.P0A7X3,unique,unique,physical_association,984,0.984,945,720,0,984
511145.b0023,511145.b0051,protein.P0A7U7,protein.P06992,unique,unique,physical_association,809,0.809,800,0,88,809
511145.b0023,511145.b2609,protein.P0A7U7,protein.P0A7T3,unique,unique,physical_association,984,0.984,945,720,0,984
511145.b0023,511145.b3339,protein.P0A7U7,protein.P0CE47,unique,unique,physical_association,935,0.935,935,0,0,935
511145.b0023,511145.b3065,protein.P0A7U7,protein.P68679,unique,unique,physical_association,984,0.984,945,720,0,984
511145.b0023,511145.b3341,protein.P0A7U7,protein.P02359,unique,unique,physical_association,984,0.984,945,720,0,984
511145.b0023,511145.b3167,protein.P0A7U7,protein.P0A7G2,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b4550,protein.P0A7U7,protein.P36675,unique,unique,physical_association,935,0.935,935,0,0,935
511145.b0023,511145.b3556,protein.P0A7U7,protein.P0A9X9,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b3316,protein.P0A7U7,protein.P0A7U3,unique,unique,physical_association,984,0.984,945,720,0,984
511145.b0023,511145.b3294,protein.P0A7U7,protein.P0AG44,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b4200,protein.P0A7U7,protein.P02358,unique,unique,physical_association,984,0.984,945,720,0,984
511145.b0023,511145.b3185,protein.P0A7U7,protein.P0A7L8,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b4203,protein.P0A7U7,protein.P0A7R1,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b3983,protein.P0A7U7,protein.P0A7J7,unique,unique,physical_association,935,0.935,935,0,0,935
511145.b0023,511145.b2891,protein.P0A7U7,protein.P07012,unique,unique,physical_association,935,0.935,935,0,0,935
511145.b0023,511145.b0172,protein.P0A7U7,protein.P0A805,unique,unique,physical_association,885,0.885,886,0,0,885
511145.b0023,511145.b3980,protein.P0A7U7,protein.P0CE48,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b3309,protein.P0A7U7,protein.P60624,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b0296,protein.P0A7U7,protein.P0A7N1,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0023,511145.b3297,protein.P0A7U7,protein.P0A7R9,unique,unique,physical_association,993,0.993,979,720,0,993
511145.b0023,511145.b3186,protein.P0A7U7,protein.P0AG48,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b4161,protein.P0A7U7,protein.P39286,unique,unique,physical_association,818,0.818,819,0,0,818
511145.b0023,511145.b4147,protein.P0A7U7,protein.P0A6N4,unique,unique,physical_association,951,0.951,951,0,0,951
511145.b0023,511145.b0191,protein.P0A7U7,protein.P40711,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b3313,protein.P0A7U7,protein.P0ADY7,unique,unique,physical_association,945,0.945,945,0,0,945
511145.b0023,511145.b0911,protein.P0A7U7,protein.P0AG67,unique,unique,physical_association,941,0.941,800,720,0,941
511145.b0023,511145.b0436,protein.P0A7U7,protein.P0A850,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b3169,protein.P0A7U7,protein.P0AFF6,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0023,511145.b3314,protein.P0A7U7,protein.P0A7V3,unique,unique,physical_association,984,0.984,945,720,0,984
511145.b0025,511145.b0844,protein.P0AG40,protein.P75809,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0025,511145.b0980,protein.P0AG40,protein.P07102,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0025,511145.b4055,protein.P0AG40,protein.P0AE22,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0025,511145.b3812,protein.P0AG40,protein.P0ADP0,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0026,511145.b4129,protein.P00956,protein.P0A8N5,unique,unique,physical_association,831,0.831,294,82,761,831
511145.b0026,511145.b2114,protein.P00956,protein.P00959,unique,unique,physical_association,843,0.843,459,200,668,843
511145.b0026,511145.b0194,protein.P00956,protein.P16659,unique,unique,physical_association,884,0.884,625,249,624,884
511145.b0026,511145.b0642,protein.P00956,protein.P07813,unique,unique,physical_association,918,0.918,347,249,847,918
511145.b0026,511145.b2890,protein.P00956,protein.P0A8N3,unique,unique,physical_association,828,0.828,282,82,761,828
511145.b0026,511145.b1876,protein.P00956,protein.P11875,unique,unique,physical_association,871,0.871,458,249,709,871
511145.b0026,511145.b0680,protein.P00956,protein.P00962,unique,unique,physical_association,760,0.760,466,118,532,760
511145.b0032,511145.b0033,protein.P0A6F1,protein.P00968,unique,unique,physical_association,995,0.995,960,900,0,995
511145.b0033,511145.b0032,protein.P00968,protein.P0A6F1,unique,unique,physical_association,995,0.995,960,900,0,995
511145.b0041,511145.b3081,protein.P60566,protein.P42593,unique,unique,physical_association,761,0.761,761,0,0,761
511145.b0041,511145.b2878,protein.P60566,protein.Q46811,unique,unique,physical_association,799,0.799,761,0,194,799
511145.b0044,511145.b0520,protein.P68646,protein.P0AAS5,unique,unique,physical_association,741,0.741,0,0,741,741
511145.b0044,511145.b0984,protein.P68646,protein.P75882,unique,unique,physical_association,748,0.748,0,0,748,748
511145.b0046,511145.b0047,protein.P0A754,protein.P03819,unique,unique,physical_association,890,0.890,618,540,425,890
511145.b0047,511145.b0046,protein.P03819,protein.P0A754,unique,unique,physical_association,890,0.890,618,540,425,890
511145.b0048,511145.b1606,protein.P0ABQ4,protein.P0AFS3,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0049,511145.b0318,protein.P05637,protein.P77736,unique,unique,physical_association,941,0.941,730,767,142,941
511145.b0051,511145.b3314,protein.P06992,protein.P0A7V3,unique,unique,physical_association,881,0.881,882,0,0,881
511145.b0051,511145.b3297,protein.P06992,protein.P0A7R9,unique,unique,physical_association,897,0.897,897,0,0,897
511145.b0051,511145.b4200,protein.P06992,protein.P02358,unique,unique,physical_association,861,0.861,862,0,0,861
511145.b0051,511145.b3316,protein.P06992,protein.P0A7U3,unique,unique,physical_association,886,0.886,886,0,0,886
511145.b0051,511145.b3341,protein.P06992,protein.P02359,unique,unique,physical_association,897,0.897,898,0,0,897
511145.b0051,511145.b3065,protein.P06992,protein.P68679,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0051,511145.b2609,protein.P06992,protein.P0A7T3,unique,unique,physical_association,861,0.861,862,0,0,861
511145.b0051,511145.b3298,protein.P06992,protein.P0A7S9,unique,unique,physical_association,896,0.896,897,0,0,896
511145.b0051,511145.b3230,protein.P06992,protein.P0A7X3,unique,unique,physical_association,878,0.878,862,0,154,878
511145.b0051,511145.b3296,protein.P06992,protein.P0A7V8,unique,unique,physical_association,890,0.890,891,0,0,890
511145.b0051,511145.b3306,protein.P06992,protein.P0A7W7,unique,unique,physical_association,893,0.893,893,0,0,893
511145.b0051,511145.b3321,protein.P06992,protein.P0A7R5,unique,unique,physical_association,904,0.904,904,0,0,904
511145.b0051,511145.b3165,protein.P06992,protein.P0ADZ4,unique,unique,physical_association,904,0.904,905,0,0,904
511145.b0051,511145.b3170,protein.P06992,protein.P0A8A8,unique,unique,physical_association,900,0.900,900,0,0,900
511145.b0051,511145.b4202,protein.P06992,protein.P0A7T7,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0051,511145.b3342,protein.P06992,protein.P0A7S3,unique,unique,physical_association,896,0.896,896,0,0,896
511145.b0051,511145.b3311,protein.P06992,protein.P0AG63,unique,unique,physical_association,895,0.895,896,0,0,895
511145.b0051,511145.b3303,protein.P06992,protein.P0A7W1,unique,unique,physical_association,904,0.904,904,0,0,904
511145.b0051,511145.b3307,protein.P06992,protein.P0AG59,unique,unique,physical_association,895,0.895,896,0,0,895
511145.b0051,511145.b0023,protein.P06992,protein.P0A7U7,unique,unique,physical_association,809,0.809,800,0,88,809
511145.b0051,511145.b0169,protein.P06992,protein.P0A7V0,unique,unique,physical_association,898,0.898,899,0,0,898
511145.b0053,511145.b0177,protein.P0ABZ6,protein.P0A940,unique,unique,physical_association,858,0.858,526,0,714,858
511145.b0053,511145.b0098,protein.P0ABZ6,protein.P10408,unique,unique,physical_association,702,0.702,0,0,702,702
511145.b0054,511145.b3200,protein.P31554,protein.P0ADV1,unique,unique,physical_association,996,0.996,526,900,942,996
511145.b0054,511145.b3199,protein.P31554,protein.P0ADV9,unique,unique,physical_association,955,0.955,0,900,570,955
511145.b0054,511145.b4261,protein.P31554,protein.P0AF98,unique,unique,physical_association,954,0.954,0,900,563,954
511145.b0054,511145.b3201,protein.P31554,protein.P0A9V1,unique,unique,physical_association,978,0.978,0,900,794,978
511145.b0054,511145.b4262,protein.P31554,protein.P0ADC6,unique,unique,physical_association,962,0.962,0,900,642,962
511145.b0054,511145.b0641,protein.P31554,protein.P0ADC1,unique,unique,physical_association,999,0.999,955,900,977,999
511145.b0059,511145.b3987,protein.P60240,protein.P0A8V2,unique,unique,physical_association,990,0.990,961,753,0,990
511145.b0059,511145.b2066,protein.P60240,protein.P0A8F4,unique,unique,physical_association,790,0.790,76,769,99,790
511145.b0059,511145.b2184,protein.P60240,protein.P33919,unique,unique,physical_association,826,0.826,64,761,285,826
511145.b0059,511145.b3295,protein.P60240,protein.P0A7Z4,unique,unique,physical_association,989,0.989,957,757,124,989
511145.b0059,511145.b3988,protein.P60240,protein.P0A8T7,unique,unique,physical_association,953,0.953,940,246,0,953
511145.b0059,511145.b2798,protein.P60240,protein.P38506,unique,unique,physical_association,745,0.745,273,624,144,745
511145.b0059,511145.b3863,protein.P60240,protein.P00582,unique,unique,physical_association,802,0.802,295,624,316,802
511145.b0059,511145.b3649,protein.P60240,protein.P0A800,unique,unique,physical_association,992,0.992,967,758,135,992
511145.b0060,511145.b3701,protein.P21189,protein.P0A988,unique,unique,physical_association,975,0.975,744,768,627,975
511145.b0060,511145.b0231,protein.P21189,protein.Q47155,unique,unique,physical_association,770,0.770,463,540,144,770
511145.b0060,511145.b1099,protein.P21189,protein.P28631,unique,unique,physical_association,828,0.828,74,762,286,828
511145.b0060,511145.b1184,protein.P21189,protein.P04152,unique,unique,physical_association,770,0.770,463,540,144,770
511145.b0060,511145.b3863,protein.P21189,protein.P00582,unique,unique,physical_association,819,0.819,422,579,317,819
511145.b0060,511145.b2798,protein.P21189,protein.P38506,unique,unique,physical_association,774,0.774,422,579,148,774
511145.b0061,511145.b3583,protein.P08203,protein.P37680,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0061,511145.b4198,protein.P08203,protein.P39306,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0066,511145.b0067,protein.P31548,protein.P31549,unique,unique,physical_association,956,0.956,0,900,585,956
511145.b0066,511145.b0068,protein.P31548,protein.P31550,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0067,511145.b0068,protein.P31549,protein.P31550,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0067,511145.b0066,protein.P31549,protein.P31548,unique,unique,physical_association,956,0.956,0,900,585,956
511145.b0068,511145.b0067,protein.P31550,protein.P31549,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0068,511145.b0066,protein.P31550,protein.P31548,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0071,511145.b0072,protein.P30126,protein.P0A6A6,unique,unique,physical_association,940,0.940,430,900,0,940
511145.b0072,511145.b0071,protein.P0A6A6,protein.P30126,unique,unique,physical_association,940,0.940,430,900,0,940
511145.b0077,511145.b0078,protein.P00893,protein.P00894,unique,unique,physical_association,959,0.959,506,900,244,959
511145.b0077,511145.b3769,protein.P00893,protein.P0ADG1,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0077,511145.b3670,protein.P00893,protein.P0ADF8,unique,unique,physical_association,929,0.929,279,900,95,929
511145.b0077,511145.b3671,protein.P00893,protein.P08142,unique,unique,physical_association,906,0.906,0,900,106,906
511145.b0078,511145.b3671,protein.P00894,protein.P08142,unique,unique,physical_association,932,0.932,279,900,133,932
511145.b0078,511145.b3769,protein.P00894,protein.P0ADG1,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0078,511145.b0077,protein.P00894,protein.P00893,unique,unique,physical_association,959,0.959,506,900,244,959
511145.b0078,511145.b3670,protein.P00894,protein.P0ADF8,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0083,511145.b3463,protein.P0AEN4,protein.P0A9R7,unique,unique,physical_association,900,0.900,0,540,792,900
511145.b0083,511145.b0094,protein.P0AEN4,protein.P0ABH0,unique,unique,physical_association,833,0.833,0,540,652,833
511145.b0083,511145.b2412,protein.P0AEN4,protein.P77173,unique,unique,physical_association,777,0.777,0,540,536,777
511145.b0083,511145.b2748,protein.P0AEN4,protein.P0A6S5,unique,unique,physical_association,838,0.838,457,540,407,838
511145.b0083,511145.b0093,protein.P0AEN4,protein.P06136,unique,unique,physical_association,994,0.994,457,540,980,994
511145.b0083,511145.b0084,protein.P0AEN4,protein.P0AD68,unique,unique,physical_association,915,0.915,421,540,709,915
511145.b0083,511145.b0890,protein.P0AEN4,protein.P46889,unique,unique,physical_association,966,0.966,399,540,890,966
511145.b0083,511145.b0089,protein.P0AEN4,protein.P0ABG4,unique,unique,physical_association,956,0.956,421,540,849,956
511145.b0083,511145.b3933,protein.P0AEN4,protein.P29131,unique,unique,physical_association,927,0.927,399,540,758,927
511145.b0084,511145.b2412,protein.P0AD68,protein.P77173,unique,unique,physical_association,758,0.758,0,540,497,758
511145.b0084,511145.b0094,protein.P0AD68,protein.P0ABH0,unique,unique,physical_association,913,0.913,421,540,703,913
511145.b0084,511145.b0083,protein.P0AD68,protein.P0AEN4,unique,unique,physical_association,915,0.915,421,540,709,915
511145.b0084,511145.b0635,protein.P0AD68,protein.P0AD65,unique,unique,physical_association,950,0.950,0,900,525,950
511145.b0084,511145.b0089,protein.P0AD68,protein.P0ABG4,unique,unique,physical_association,997,0.997,708,540,980,997
511145.b0084,511145.b0095,protein.P0AD68,protein.P0A9A6,unique,unique,physical_association,936,0.936,0,540,868,936
511145.b0084,511145.b0093,protein.P0AD68,protein.P06136,unique,unique,physical_association,989,0.989,593,540,946,989
511145.b0084,511145.b2748,protein.P0AD68,protein.P0A6S5,unique,unique,physical_association,851,0.851,399,540,506,851
511145.b0084,511145.b0149,protein.P0AD68,protein.P02919,unique,unique,physical_association,973,0.973,457,0,953,973
511145.b0084,511145.b3933,protein.P0AD68,protein.P29131,unique,unique,physical_association,980,0.980,457,540,929,980
511145.b0084,511145.b0890,protein.P0AD68,protein.P46889,unique,unique,physical_association,973,0.973,399,540,911,973
511145.b0085,511145.b0090,protein.P22188,protein.P17443,unique,unique,physical_association,716,0.716,437,0,517,716
511145.b0086,511145.b0090,protein.P11880,protein.P17443,unique,unique,physical_association,805,0.805,0,0,805,805
511145.b0089,511145.b0083,protein.P0ABG4,protein.P0AEN4,unique,unique,physical_association,956,0.956,421,540,849,956
511145.b0089,511145.b0094,protein.P0ABG4,protein.P0ABH0,unique,unique,physical_association,910,0.910,77,540,807,910
511145.b0089,511145.b2412,protein.P0ABG4,protein.P77173,unique,unique,physical_association,808,0.808,0,540,601,808
511145.b0089,511145.b0095,protein.P0ABG4,protein.P0A9A6,unique,unique,physical_association,907,0.907,225,540,761,907
511145.b0089,511145.b0084,protein.P0ABG4,protein.P0AD68,unique,unique,physical_association,997,0.997,708,540,980,997
511145.b0089,511145.b3463,protein.P0ABG4,protein.P0A9R7,unique,unique,physical_association,897,0.897,0,540,786,897
511145.b0089,511145.b2748,protein.P0ABG4,protein.P0A6S5,unique,unique,physical_association,802,0.802,399,540,343,802
511145.b0089,511145.b0093,protein.P0ABG4,protein.P06136,unique,unique,physical_association,981,0.981,457,540,932,981
511145.b0089,511145.b0890,protein.P0ABG4,protein.P46889,unique,unique,physical_association,950,0.950,0,540,896,950
511145.b0089,511145.b3933,protein.P0ABG4,protein.P29131,unique,unique,physical_association,982,0.982,421,540,939,982
511145.b0090,511145.b0086,protein.P17443,protein.P11880,unique,unique,physical_association,805,0.805,0,0,805,805
511145.b0090,511145.b0085,protein.P17443,protein.P22188,unique,unique,physical_association,716,0.716,437,0,517,716
511145.b0092,511145.b0381,protein.P07862,protein.P0A6J8,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0093,511145.b2609,protein.P06136,protein.P0A7T3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3703,protein.P06136,protein.P0A7P5,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3065,protein.P06136,protein.P68679,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b0890,protein.P06136,protein.P46889,unique,unique,physical_association,984,0.984,457,540,942,984
511145.b0093,511145.b3318,protein.P06136,protein.P0ADZ0,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3933,protein.P06136,protein.P29131,unique,unique,physical_association,988,0.988,457,540,956,988
511145.b0093,511145.b3341,protein.P06136,protein.P02359,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3316,protein.P06136,protein.P0A7U3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3312,protein.P06136,protein.P0A7M6,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b4202,protein.P06136,protein.P0A7T7,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3981,protein.P06136,protein.P0AG96,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b4200,protein.P06136,protein.P02358,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b4203,protein.P06136,protein.P0A7R1,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3185,protein.P06136,protein.P0A7L8,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3294,protein.P06136,protein.P0AG44,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3983,protein.P06136,protein.P0A7J7,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3300,protein.P06136,protein.P0AGA2,unique,unique,physical_association,901,0.901,901,0,0,901
511145.b0093,511145.b3320,protein.P06136,protein.P60438,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b2748,protein.P06136,protein.P0A6S5,unique,unique,physical_association,982,0.982,943,540,385,982
511145.b0093,511145.b2910,protein.P06136,protein.P0ADS2,unique,unique,physical_association,713,0.713,0,0,714,713
511145.b0093,511145.b3309,protein.P06136,protein.P60624,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3186,protein.P06136,protein.P0AG48,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3165,protein.P06136,protein.P0ADZ4,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0093,511145.b3297,protein.P06136,protein.P0A7R9,unique,unique,physical_association,800,0.800,800,0,0,800
